LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-09-03 09:39:44,1900-01-00 00:00:00,,72:13:01:7E:4A:49,-91, ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:44,1900-01-00 00:00:00,,72:13:01:7E:4A:49,-91, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:44,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:44,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:44,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:44,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:44,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:44,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:44,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:44,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:45,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:45,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-93, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:46,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:47,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:47,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:48,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-93, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:48,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:48,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:48,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:48,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-93, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:49,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:49,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:49,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:49,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:50,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-93, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:50,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:51,1900-01-00 00:00:00,,98:A8:29:18:53:87,-80,,0.000000,0.000000,0.000,0.000,Client
2025-09-03 09:39:52,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:52,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:52,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:52,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:52,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-89, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:52,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:52,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:52,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:52,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:53,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:53,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:53,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:54,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:54,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:55,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:55,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:55,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:55,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:56,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:56,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-88, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:56,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:57,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:57,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-92, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:58,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:58,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:58,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-90, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-03 09:39:58,1900-01-00 00:00:00,SETUP-4A44,72:13:01:7E:4A:49,-91, WPA2 ,0.000000,0.000000,0.000,0.000,AP
